time,imu,xaxis,yaxis,zaxis,xaccel,yaccel,zaccel
27115,0,-15.20,-10.85,8.77,-0.65,3.07,4.37
27131,1,-4.54,8.23,4.11,-0.43,0.55,-0.41
27147,2,-10.57,8.57,-3.79,-2.92,0.84,2.17
27163,3,-11.70,-1.42,3.27,0.05,-0.01,-1.10
27179,4,-13.25,-0.60,-2.95,-1.13,-0.51,-2.04
27195,5,-9.69,0.03,-4.19,-0.11,0.22,-1.00
27210,0,15.94,2.56,-1.47,-1.60,0.41,1.91
27227,1,-4.17,7.62,4.07,0.06,-0.01,-0.11
27242,2,-0.35,5.74,1.02,-0.28,-0.53,0.04
27259,3,-9.78,-1.20,-1.13,1.01,-0.01,-0.60
27274,4,-7.28,-0.33,-0.87,0.90,-0.16,-1.44
27290,5,-8.55,2.22,-3.04,0.75,0.33,-0.89
27306,0,1.21,-6.48,5.32,-0.63,-2.26,-3.73
27321,1,-3.99,7.57,3.99,0.10,-0.25,-0.17
27337,2,-2.53,4.45,-0.85,0.51,-0.77,-3.01
27353,3,-9.51,1.14,-1.12,0.25,0.01,-0.78
27369,4,-7.85,-0.68,-0.34,1.24,0.17,-0.82
27385,5,-6.71,2.50,-3.53,0.48,-0.34,-0.71
27401,0,-6.30,-9.36,6.71,-0.49,-2.56,-4.37
27416,1,-4.31,7.52,4.02,0.01,0.03,-0.17
27433,2,-7.90,3.40,-0.55,1.88,-0.59,-4.37
27448,3,-9.27,-0.77,-1.36,-0.13,-0.04,-0.99
27464,4,-5.53,-0.87,-0.27,-0.40,3.29,-0.11
27480,5,-7.96,0.56,-4.02,-0.10,-0.03,-0.79
27496,0,-17.85,-14.29,10.75,-1.52,-2.46,-4.37
27512,1,-4.45,7.60,3.95,-0.07,-0.06,-0.12
27528,2,-9.83,-1.29,-1.69,-1.76,0.18,-4.37
27543,3,-9.95,-0.32,-0.62,0.06,-0.11,-1.10
27560,4,-8.05,-11.08,-2.49,0.35,-0.19,-0.25
27576,5,-8.01,3.30,-3.83,-0.74,0.27,-0.95
27591,0,-29.95,7.35,0.39,-1.26,-0.51,-1.34
27608,1,-4.15,7.54,3.93,0.13,0.28,-0.39
27623,2,-8.24,0.91,-2.83,0.61,-0.12,1.57
27640,3,-10.57,0.83,-0.73,-0.42,0.06,-2.02
27655,4,-1.48,-4.08,-4.55,0.22,0.01,0.17
27670,5,-9.37,5.03,-4.93,0.07,-0.03,0.05
27687,0,-15.73,0.11,16.05,1.66,3.81,1.79
27703,1,-2.70,11.04,4.02,0.47,1.71,-3.69
27718,2,-11.90,8.06,-5.20,4.37,-0.27,2.65
27735,3,-18.96,5.73,1.55,1.48,0.47,-2.92
27750,4,-11.35,6.61,3.85,2.76,-0.26,0.51
27767,5,-10.48,1.37,-3.85,0.02,-0.98,1.95
27782,0,-5.40,-4.74,8.97,-0.73,0.26,0.29
27798,1,-15.89,19.86,3.37,-0.05,3.00,-4.37
27814,2,-10.01,2.94,1.62,-1.37,0.04,1.12
27830,3,-5.76,-12.34,-3.01,1.77,0.02,-1.39
27845,4,-10.71,-5.37,-2.90,0.86,1.01,1.16
27862,5,-12.22,2.78,-3.33,0.68,-0.33,2.10
27877,0,-4.22,-7.61,5.82,-0.18,-0.16,0.07
27893,1,7.17,9.99,1.15,-0.23,-1.99,2.18
27909,2,-9.91,0.81,-1.70,-0.67,0.12,0.47
27925,3,-1.90,-5.36,-0.75,-1.59,0.30,2.44
27941,4,-8.22,-2.56,-2.38,-1.12,-0.31,1.02
27957,5,-8.73,-0.13,-2.18,-1.72,0.11,1.07
27972,0,-4.50,-7.04,5.72,-0.19,-0.10,0.04
27989,1,-3.19,8.98,4.62,0.46,-1.50,4.37
28004,2,-8.33,0.16,-1.69,-0.43,0.02,0.60
28020,3,-4.20,-4.72,-0.68,-1.35,-0.53,4.37
28036,4,-7.13,-6.28,-1.38,-0.49,0.06,1.04
28052,5,-8.66,1.79,-7.76,-1.60,-0.76,0.29
28068,0,-4.57,-7.10,5.66,-0.11,-0.06,0.03
28084,1,-13.24,14.36,7.42,0.62,-1.79,4.37
28099,2,-9.22,2.04,-2.57,-0.26,0.19,0.74
28116,3,-11.04,-4.53,0.03,2.15,-0.43,4.37
28131,4,-9.27,-1.77,-3.66,-0.55,-0.25,0.99
28147,5,-5.70,4.96,-1.52,0.29,-0.06,-0.70
28163,0,-4.38,-7.16,5.81,-0.02,0.38,0.19
28179,1,-27.31,-6.07,0.55,0.85,-1.68,3.04
28195,2,-10.29,-2.52,-1.41,-0.18,0.03,1.34
28211,3,-9.39,7.14,-3.42,0.85,0.28,0.30
28226,4,-7.91,-5.21,-3.11,-0.32,-0.38,0.46
28243,5,-8.26,7.33,-4.89,0.43,0.83,1.13
28258,0,-4.26,-9.06,6.21,-0.37,0.83,0.97
28274,1,16.99,18.40,-0.60,-1.42,1.20,-1.90
28291,2,-13.02,0.50,-3.43,-0.54,0.23,2.27
28306,3,-12.71,5.41,7.67,-3.49,-0.33,-0.98
28323,4,-8.72,-7.18,-2.15,-0.72,-0.45,-0.72
28338,5,-11.40,16.55,-13.02,-0.07,1.33,0.04
28354,0,-8.24,-9.59,6.37,-0.38,2.50,4.37
28370,1,-8.14,12.15,3.40,-1.45,0.13,-0.98
28386,2,-12.92,1.40,-2.65,-0.85,0.45,2.43
28401,3,-7.47,-6.77,-4.53,-0.12,1.32,-1.26
28418,4,-10.66,-0.60,-3.96,-0.09,-0.48,-1.93
28433,5,-13.73,1.44,-6.13,0.53,1.09,-0.97
28450,0,-16.65,-16.10,8.01,0.23,2.97,4.37
28465,1,-4.08,7.46,3.97,0.04,0.17,-0.12
28481,2,-6.37,7.37,-1.56,-0.40,0.02,1.05
28497,3,-9.50,-2.95,-3.52,-0.22,0.23,-0.77
28513,4,-15.26,-1.92,-3.40,-0.20,-1.61,-1.86
28528,5,-8.59,-1.24,-5.12,0.42,0.47,-1.14
28545,0,3.34,-6.47,4.18,0.70,-2.19,-3.11
28560,1,-4.13,7.57,4.02,0.12,-0.22,-0.06
28576,2,-2.33,4.79,-2.39,0.92,0.07,-2.25
28592,3,-9.45,0.64,-1.08,0.27,-0.05,-0.54
28608,4,-8.26,-0.41,-0.21,1.24,0.20,-1.10
28624,5,-9.17,1.18,-4.55,0.75,0.07,-0.96
28640,0,-3.31,-8.39,5.05,-0.14,-3.00,-4.26
28655,1,-4.11,7.64,3.82,0.04,-0.06,-0.11
28672,2,-4.23,4.55,-0.61,0.07,-0.36,-4.37
28687,3,-9.25,0.45,-0.80,0.10,-0.08,-0.66
28703,4,-6.55,1.48,-1.19,-0.07,0.55,-0.57
28719,5,-7.92,1.35,-4.04,-0.37,0.05,-0.96
28735,0,-11.75,-13.57,7.34,-0.93,-2.25,-4.35
28751,1,-4.35,7.57,3.93,-0.00,-0.02,-0.15
28767,2,-12.20,8.21,-4.31,-1.88,-0.64,-4.37
28782,3,-9.30,-0.12,-1.45,0.09,0.05,-1.00
28799,4,-6.29,-5.46,-2.17,-0.61,0.88,0.08
28814,5,-8.08,2.65,-4.06,-0.29,0.21,-0.76
28830,0,-19.44,1.76,4.24,-2.34,-3.04,-2.52
28846,1,-4.55,7.39,4.16,-0.02,-0.15,-0.20
28862,2,-10.91,-3.15,-1.70,-2.32,0.86,-2.01
28879,3,-10.11,0.81,-0.22,-0.19,-0.01,-1.60
28894,4,-7.65,-13.37,-1.93,-0.23,1.04,-0.46
28910,5,-9.74,2.20,-2.69,0.03,-0.28,-0.15
28926,0,-72.15,-4.24,-20.34,1.41,-1.60,1.99
28942,1,-3.84,8.73,4.29,0.84,0.80,-1.19
28957,2,-12.26,-15.35,3.85,0.98,1.11,0.93
28974,3,-15.34,2.56,-0.19,1.05,0.91,-2.67
28989,4,-17.57,-7.52,11.68,0.97,-2.25,1.50
29006,5,-10.60,6.46,-2.65,-0.06,-0.72,0.90
29021,0,-5.97,-9.90,9.10,-0.12,1.84,2.41
29037,1,-9.96,12.88,7.35,0.60,3.80,-4.37
29053,2,-6.27,4.42,-6.61,-1.08,0.73,1.57
29069,3,-11.56,-5.43,-1.67,0.86,0.60,-2.01
29084,4,-0.78,2.02,-10.30,-0.70,-0.61,0.80
29101,5,-14.38,-1.57,-5.05,0.43,-0.66,1.81
29117,0,-3.98,-7.35,5.62,-0.11,-0.05,0.11
29133,1,34.20,18.76,10.36,2.39,-0.24,-0.04
29149,2,-8.06,2.07,-0.82,2.15,-0.02,1.00
29164,3,-1.13,-3.51,0.69,-0.73,-0.10,-0.16
29181,4,-7.65,0.38,-4.68,-0.28,0.28,1.07
29196,5,-9.66,-1.17,-3.99,-0.80,-0.18,1.70
29212,0,-4.45,-7.41,5.23,-0.23,-0.06,0.09
29228,1,1.98,10.37,1.80,-0.12,-2.90,3.85
29244,2,-9.08,-0.58,-1.63,-0.49,0.05,0.63
29260,3,-2.86,-5.37,0.08,-0.13,-0.88,3.54
29276,4,-7.70,-6.02,-1.56,-0.80,-0.24,0.89
29291,5,-7.35,1.84,-5.45,-1.45,-0.39,0.75
29308,0,-4.52,-7.21,5.58,-0.12,-0.08,0.07
29323,1,-8.45,12.03,4.68,0.18,-1.78,4.37
29339,2,-9.40,1.68,-3.17,-0.12,0.10,0.78
29355,3,-7.97,-3.95,-1.78,-1.48,-0.86,4.37
29371,4,-7.61,-0.52,-4.18,-0.36,-0.61,1.17
29386,5,-7.49,-0.49,-2.36,0.00,0.47,-0.10
29403,0,-4.71,-7.15,5.75,-0.09,-0.04,0.05
29418,1,-22.53,14.05,5.81,0.16,-2.51,4.37
29435,2,-9.73,-0.29,-2.67,-0.59,0.00,0.64
29450,3,-12.42,1.01,-0.71,0.81,0.37,4.27
29466,4,-7.22,-5.28,-2.40,-0.34,0.17,1.14
29482,5,-7.38,15.25,-4.76,-0.80,0.20,-0.70
29498,0,-3.82,-7.08,6.42,-0.09,0.31,0.18
29513,1,-26.69,-9.55,-1.91,0.61,0.02,-1.05
29530,2,-10.16,-1.45,-2.92,0.04,0.12,1.76
29545,3,-7.62,-4.13,-0.93,-1.49,-0.68,-3.11
29562,4,-8.36,-4.84,-3.89,-0.70,-0.52,-0.08
29577,5,-9.90,-3.87,-2.27,-0.68,0.73,-0.62
29593,0,-4.15,-9.35,6.94,-0.50,1.53,1.83
29609,1,-21.67,17.56,18.73,-2.17,3.04,-2.87
29625,2,-15.21,-1.50,-1.12,-1.59,0.16,2.63
29640,3,-14.81,-1.29,0.06,-0.97,0.01,-1.96
29657,4,-12.18,-4.46,0.90,-0.28,-0.83,-1.67
29672,5,-8.19,-9.48,-5.00,0.57,0.18,-0.27
29689,0,-15.20,-13.64,10.76,-1.13,3.32,4.37
29705,1,-4.57,7.35,5.00,-0.19,0.34,-0.19
29720,2,-9.87,8.28,-5.02,-3.09,0.27,2.18
29736,3,-11.80,1.18,3.62,-0.23,0.06,-1.11
29752,4,-12.75,-1.02,-2.52,-0.45,-0.44,-2.13
29768,5,-8.94,1.71,-3.92,-0.19,-0.09,-0.96
29784,0,-12.03,-24.72,19.92,-1.40,-0.40,-0.04
29800,1,-4.34,7.60,3.61,0.03,-0.10,-0.10
29816,2,0.36,5.33,-1.63,1.35,0.29,-0.31
29832,3,-9.83,-0.06,-0.35,0.52,0.08,-0.69
29847,4,-9.12,-0.30,-1.02,0.86,-0.61,-1.44
29864,5,-9.01,1.86,-4.19,0.64,0.06,-0.92
29879,0,0.04,-8.78,6.09,-0.86,-2.15,-3.83
29895,1,-4.19,7.50,4.00,0.05,-0.20,-0.11
29911,2,-2.00,3.40,0.00,0.00,-0.65,-3.50
29926,3,-9.40,0.41,-0.83,-0.05,-0.15,-0.77
29943,4,-6.68,0.08,-0.74,0.87,0.60,-0.67
29958,5,-8.55,1.66,-4.04,-0.03,-0.19,-0.85
29974,0,-6.72,-9.82,6.48,-0.62,-2.76,-4.37
29990,1,-4.35,7.37,4.03,-0.01,0.06,-0.14
30006,2,-9.38,4.23,-1.89,2.37,-0.46,-4.37
30021,3,-9.16,-1.01,-1.14,0.07,0.08,-0.91
30038,4,-15.75,4.14,-5.39,-1.39,-1.01,-0.04
30053,5,-8.80,0.96,-4.07,0.07,0.23,-0.70
30069,0,-22.22,-12.94,8.92,-1.39,-2.51,-4.37
30085,1,-4.14,7.41,3.91,-0.06,-0.02,-0.14
30101,2,-10.72,-1.99,-2.49,-1.25,0.78,-4.15
30117,3,-9.78,-0.39,-0.60,0.05,0.00,-1.17
30133,4,-2.05,-10.34,-5.77,-0.62,0.92,-0.41
30148,5,-8.20,3.32,-3.95,-0.63,0.01,-0.82
30165,0,-26.28,10.42,-1.29,-0.08,0.00,-0.61
30181,1,-3.87,7.94,4.04,0.18,0.51,-0.63
30196,2,-8.46,4.22,-2.42,1.22,0.25,2.06
30213,3,-11.11,0.61,-0.20,0.10,0.39,-2.13
30228,4,-5.67,-2.22,-1.56,1.00,0.10,0.90
30244,5,-10.49,6.12,-3.74,0.63,-0.46,0.38
30260,0,-15.61,-3.59,24.01,1.89,2.47,2.44
30276,1,-4.49,11.12,4.85,0.13,2.01,-4.37
30292,2,-9.03,9.90,-5.09,3.91,-0.25,2.38
30308,3,-16.29,1.21,0.50,1.19,0.70,-2.49
30323,4,-8.18,15.87,2.29,-0.22,0.31,0.01
30340,5,-9.93,-0.11,-4.55,-0.18,-0.69,1.88
30355,0,-4.83,-8.06,4.02,0.08,0.15,0.07
30372,1,-17.04,12.63,1.17,0.36,3.19,-4.37
30387,2,-11.35,2.16,1.82,-0.92,-0.32,0.98
30403,3,-5.02,-10.86,-2.29,1.40,0.03,-1.00
30419,4,-8.96,-2.73,-3.93,0.37,0.74,1.04
30435,5,-13.57,0.71,-2.70,0.20,-0.34,1.93
30450,0,-4.36,-7.23,5.56,-0.28,-0.13,0.02
30467,1,8.35,5.20,2.36,-1.11,-2.08,2.71
30482,2,-9.76,0.34,-1.83,-0.76,0.04,0.38
30499,3,-3.07,-6.18,-1.01,-2.28,0.26,2.67
30514,4,-9.08,-4.18,-4.14,-1.05,0.15,0.88
30530,5,-7.92,1.22,-2.50,-1.47,-0.15,1.14
30546,0,-4.32,-7.03,5.86,-0.17,-0.04,0.07
30562,1,-4.81,10.62,5.58,0.15,-1.87,4.37
30577,2,-9.14,1.38,-2.50,-0.36,0.06,0.59
30594,3,-4.63,-4.01,-0.71,-0.53,-0.59,4.37
30609,4,-7.09,-2.89,-3.65,-0.54,-0.31,1.14
30626,5,-5.49,-1.07,-2.86,-0.31,1.57,0.37
30641,0,-4.59,-7.27,5.73,-0.13,-0.04,0.05
30657,1,-14.36,15.76,6.39,0.69,-2.28,4.37
30673,2,-9.02,1.70,-2.29,-0.19,0.20,0.65
30689,3,-10.94,-2.49,0.06,1.81,-0.41,4.37
30704,4,-8.09,-4.62,-3.16,-0.15,0.01,1.16
30721,5,-7.02,7.50,-2.60,0.14,-0.32,-0.58
30736,0,-4.83,-7.00,5.87,-0.08,0.01,0.08
30752,1,-31.81,-11.44,-2.55,0.16,-1.58,2.06
30769,2,-9.77,-2.12,-1.69,0.01,0.06,1.41
30784,3,-10.09,3.03,-3.37,0.50,-0.03,-0.56
30801,4,-8.31,-4.12,-3.94,-0.43,-0.20,0.38
30816,5,-6.63,4.33,-5.25,0.34,1.00,1.02
30831,0,-4.80,-8.83,5.77,-0.20,0.94,0.81
30848,1,11.73,1.95,-8.71,-0.77,2.35,-3.02
30864,2,-14.21,-1.90,-2.49,-0.37,0.33,2.36
30879,3,-12.83,-4.64,-2.65,-4.37,0.21,-1.79
30896,4,-7.47,-9.26,-2.01,-0.53,-0.65,-0.99
30911,5,-13.40,-0.22,-4.53,-1.40,0.37,-0.30
30928,0,-7.52,-11.07,5.66,0.03,2.32,4.37
30943,1,-4.85,8.34,4.96,-1.42,0.18,-0.72
30959,2,-12.07,6.65,-4.70,-1.04,0.81,2.53
30975,3,-8.92,-4.47,-0.93,2.32,0.95,-0.97
30991,4,-12.97,0.60,-3.33,-0.71,-0.54,-2.06
31006,5,-11.18,0.19,-4.20,0.15,0.54,-1.00
31023,0,-6.42,-15.86,9.74,0.37,2.26,4.37
31038,1,-4.14,7.74,3.93,0.03,0.08,-0.11
31055,2,-4.97,3.44,3.64,0.53,0.00,1.13
31070,3,-9.75,-1.99,-2.78,0.28,-0.09,-0.73
31086,4,-10.94,-1.68,0.27,0.59,-0.13,-1.68
31102,5,-8.91,1.39,-4.64,0.25,0.37,-1.10
31118,0,2.24,-4.76,5.15,0.15,-1.53,-2.40
31133,1,-3.98,7.47,4.30,0.15,-0.20,-0.09
31150,2,-2.88,5.46,-1.40,0.43,-0.77,-2.38
31165,3,-9.16,0.16,-1.18,0.13,-0.10,-0.66
31182,4,-8.58,-1.30,0.51,1.67,0.98,-0.97
31197,5,-7.96,0.90,-4.27,0.64,0.78,-0.71
31213,0,-3.65,-8.95,4.72,0.03,-2.51,-4.37
31229,1,-4.05,7.54,4.13,0.02,0.04,-0.17
31245,2,-5.39,4.83,-0.97,1.14,-0.62,-4.37
31260,3,-9.40,0.49,-0.95,0.29,0.01,-0.75
31277,4,-6.93,1.02,-1.02,0.34,0.77,-0.32
31292,5,-8.37,1.74,-4.10,0.06,0.05,-0.75
31309,0,-14.60,-16.15,10.39,-1.64,-1.41,-4.26
31324,1,-4.25,7.59,4.07,0.01,-0.06,-0.17
31340,2,-12.43,5.56,-2.11,-1.80,-0.24,-4.37
31356,3,-9.54,-0.57,-0.99,-0.10,-0.06,-1.01
31372,4,-2.42,-5.15,-3.30,-1.20,2.03,-0.64
31387,5,-8.52,2.58,-4.03,-0.73,0.23,-0.91
31404,0,-18.81,0.86,3.70,-1.64,-1.31,-2.40
31419,1,-3.92,7.49,4.27,-0.06,-0.08,-0.17
31436,2,-8.66,-2.96,-1.73,-0.02,0.61,-0.89
31451,3,-9.99,1.15,-0.30,-0.34,-0.01,-1.62
31467,4,-6.67,-11.61,-3.62,-0.14,0.38,-0.26
31483,5,-8.80,3.06,-2.71,-0.29,-0.23,-0.21
31499,0,4.64,-11.13,7.16,1.71,2.35,2.48
31514,1,-3.94,10.77,5.80,0.62,0.99,-1.57
31531,2,-13.90,-4.52,5.90,2.76,-0.23,1.47
31546,3,-19.69,4.73,1.14,1.14,0.95,-2.88
31562,4,-11.53,-15.29,-13.69,0.37,2.37,0.26
31579,5,-12.95,5.25,-0.83,0.18,-1.11,1.57
31594,0,-11.58,-11.33,4.66,1.69,0.16,0.52
31611,1,-18.06,12.09,8.77,1.01,3.32,-4.37
31626,2,-9.02,6.63,-4.22,-1.96,0.48,1.08
31642,3,-8.21,-7.75,-3.65,2.20,0.96,-1.74
31658,4,-12.85,-6.21,-2.32,-1.07,0.95,0.74
31674,5,-11.26,1.61,-2.95,0.82,-0.82,1.88
31689,0,-2.03,-7.38,6.73,0.01,0.05,0.08
31706,1,-7.47,27.44,6.83,-0.52,-1.37,0.74
31721,2,-9.35,5.22,-5.32,-0.41,0.29,0.59
31738,3,0.81,-3.07,-0.63,-1.96,0.09,0.92
31753,4,-7.39,-2.54,-3.28,-0.40,0.81,0.95
31769,5,-8.38,-0.26,-2.47,-1.26,-0.01,1.29
31785,0,-4.34,-7.20,5.69,-0.20,-0.07,0.08
31801,1,-1.60,10.46,2.93,-0.05,-1.78,4.37
31816,2,-7.95,0.02,-4.14,-0.56,-0.21,0.40
31833,3,-3.77,-4.25,0.04,-0.90,-1.11,3.82
31848,4,-8.25,-3.95,-4.39,-0.70,-0.35,0.83
31865,5,-8.35,-0.96,-4.44,-0.31,0.23,0.72
31880,0,-4.39,-7.13,5.80,-0.11,-0.07,0.07
31896,1,-10.31,12.62,4.90,-0.20,-2.32,4.37
31912,2,-8.59,2.13,-2.40,-0.24,0.30,0.79
31928,3,-10.15,-6.35,-3.85,0.47,-0.92,4.37
31943,4,-7.88,-1.58,-3.28,-0.29,0.23,0.97
31960,5,-7.36,2.21,-2.16,-0.10,-0.66,-0.24
31975,0,-4.46,-7.17,5.63,-0.12,-0.05,0.03
31992,1,-22.32,6.86,3.98,0.75,-2.79,4.19
32008,2,-9.98,-0.98,-2.19,-0.20,0.00,0.97
32023,3,-12.38,0.55,-1.29,1.30,0.73,3.06
32039,4,-8.00,-3.41,-3.68,-0.62,-0.20,0.79
32055,5,-10.24,14.41,-3.51,-0.08,0.13,0.21
32071,0,-4.46,-7.24,5.75,-0.29,0.48,0.28
32087,1,-22.45,0.09,-1.17,-0.64,0.40,-1.80
32103,2,-10.24,1.24,-2.91,-0.32,0.00,1.77
32119,3,-8.59,-5.58,-1.47,-1.78,0.12,-3.16
32135,4,-8.59,-3.87,-4.03,-1.01,-0.48,-0.14
32150,5,-13.54,-4.21,-3.68,-0.30,0.82,-1.43
32167,0,-4.25,-9.66,5.15,-0.89,1.85,2.38
32182,1,-17.29,13.46,17.72,-2.55,2.70,-2.93
32198,2,-16.49,-2.89,1.62,-2.47,-0.22,2.51
32214,3,-16.38,-3.01,1.88,-1.12,-0.20,-1.91
32230,4,-10.67,-3.42,-0.17,-0.86,-1.27,-1.95
32245,5,-7.60,-9.68,-5.04,0.42,0.06,-0.33
32262,0,-16.60,-14.90,7.43,-0.98,3.29,4.37
32278,1,-4.13,6.33,6.20,-0.38,0.50,-0.30
32294,2,-8.43,8.36,-4.41,-1.49,-0.18,2.03
32310,3,-11.60,2.34,1.30,-0.11,0.03,-0.96
32325,4,-10.64,-2.40,-4.13,0.31,-0.77,-1.61
32342,5,-8.79,2.34,-3.78,0.04,0.04,-0.91
32357,0,-8.98,-19.09,6.99,-0.30,-2.18,-0.84
32373,1,-4.12,7.65,3.92,0.05,-0.08,-0.10
32389,2,-0.23,4.56,-1.53,1.40,0.29,-0.39
32405,3,-8.90,1.16,0.11,0.88,-0.10,-0.51
32421,4,-9.09,0.04,-1.48,1.51,0.93,-1.40
32437,5,-7.45,2.14,-4.01,0.61,-0.21,-0.79
32452,0,-0.68,-9.39,3.30,0.02,-3.30,-3.55
32468,1,-4.24,7.61,3.81,-0.01,-0.21,-0.16
32484,2,-2.20,4.01,-0.68,-0.05,-0.77,-3.42
32499,3,-9.78,0.83,-0.76,0.27,-0.03,-0.76
32516,4,-7.62,-0.28,-1.10,0.98,0.69,-0.67
32531,5,-8.04,2.18,-3.87,0.11,-0.17,-0.70
32548,0,-7.37,-11.45,4.30,-0.63,-2.20,-4.37
32563,1,-4.42,7.61,3.81,0.02,-0.03,-0.17
32579,2,-12.01,5.35,-5.71,1.89,-0.29,-4.37
32596,3,-9.48,-0.80,-0.88,0.09,0.02,-0.99
32611,4,-6.52,-3.67,2.16,0.36,0.39,-0.17
32626,5,-8.41,1.12,-3.81,-0.29,0.11,-0.73
32643,0,-21.19,-10.24,8.80,-1.48,-2.99,-4.10
32659,1,-4.42,7.41,3.80,0.02,-0.09,-0.14
32675,2,-12.75,-0.11,-2.29,-1.41,0.67,-4.02
32691,3,-9.74,-0.67,-0.55,-0.08,-0.02,-1.20
32706,4,-5.36,-9.48,-3.69,-1.22,0.41,-0.64
32723,5,-8.61,2.28,-4.05,-0.37,-0.05,-0.66
32738,0,-23.85,6.11,1.93,-0.52,0.02,-0.92
32754,1,-4.21,7.59,3.69,0.26,0.47,-0.55
32770,2,-8.49,2.75,-1.52,0.91,0.17,1.36
32786,3,-10.57,-0.53,-0.22,0.09,0.25,-1.92
32802,4,-15.69,9.33,-1.80,-0.31,0.25,0.14
32818,5,-8.90,3.82,-3.50,0.66,-0.40,0.22
32833,0,-11.71,-3.28,15.75,1.39,2.96,2.03
32850,1,-3.63,9.96,4.62,0.51,1.79,-3.65
32865,2,-12.43,6.53,-4.02,4.37,-0.26,2.25
32881,3,-19.24,5.12,2.02,1.58,0.62,-2.69
32897,4,-8.94,5.15,1.20,1.73,0.72,0.23
32913,5,-11.08,2.38,-4.48,-0.51,-1.06,1.76
32928,0,-4.96,-7.44,4.77,0.60,-0.14,0.35
32945,1,-13.89,13.51,3.00,0.80,3.72,-4.37
32960,2,-10.43,4.30,-0.35,-2.03,0.04,1.01
32977,3,-6.16,-9.68,-4.34,0.39,-0.16,-1.44
32992,4,-13.27,-5.88,-2.50,0.13,1.12,0.77
33008,5,-11.42,2.08,-3.36,0.38,-0.51,1.90
33024,0,-4.35,-6.97,6.09,-0.23,-0.10,0.03
33040,1,6.61,5.79,2.99,-2.00,-2.22,1.74
33055,2,-9.62,2.13,-3.57,-0.92,0.07,0.44
33072,3,-1.93,-5.46,-1.23,-1.23,-0.29,2.20
33087,4,-7.73,-2.53,-3.18,-1.08,0.02,0.79
33104,5,-8.11,0.58,-2.56,-1.51,-0.02,1.07
33119,0,-3.89,-8.42,6.70,-0.12,-0.07,0.08
33135,1,-4.03,10.97,1.14,-0.95,-2.76,4.37
33151,2,-9.29,-0.29,-3.52,-0.59,0.53,0.59
33167,3,-4.10,-4.10,-0.97,-0.91,-0.84,4.18
33182,4,-8.11,-3.66,-4.53,-0.75,-0.05,0.86
33199,5,-6.02,-1.98,-4.05,-0.18,-0.58,0.58
33214,0,-4.52,-7.06,5.95,-0.13,-0.06,0.05
33231,1,-14.66,13.01,3.37,0.36,-1.93,4.37
33246,2,-9.86,1.25,-2.24,-0.26,-0.00,0.71
33262,3,-11.29,-5.31,-1.26,1.20,-0.49,4.37
33279,4,-8.52,-2.72,-2.85,-0.32,0.13,1.04
33294,5,-6.45,2.18,-2.16,0.73,0.09,-0.26
33309,0,-4.69,-7.07,5.76,-0.20,-0.07,0.03
33326,1,-24.26,3.60,5.57,2.01,-2.27,3.21
33342,2,-9.43,-1.82,-2.58,-0.09,-0.00,1.08
33358,3,-9.64,5.57,-1.48,1.27,0.84,1.69
33373,4,-8.03,-4.31,-3.15,-0.33,-0.11,0.69
33389,5,-8.09,11.83,-4.81,-0.10,0.81,0.55
33405,0,-4.17,-7.64,5.64,-0.44,0.58,0.39
33421,1,2.77,12.44,0.49,1.03,-1.01,-1.73
33436,2,-10.85,0.73,-2.74,-0.66,0.06,1.92
33453,3,-11.07,14.22,2.31,-0.04,0.96,-1.63
33469,4,-10.13,-6.57,-4.40,-0.94,-0.22,-0.38
33485,5,-15.83,8.53,5.37,-1.27,-0.92,-1.38
33501,0,-3.92,-8.42,7.22,-0.99,2.26,3.19
33516,1,-15.73,9.97,20.97,-1.38,1.12,-2.41
33533,2,-16.33,-4.36,2.08,-1.37,-0.25,2.82
33548,3,-6.50,-6.65,-2.30,-0.71,-0.23,-1.65
33564,4,-11.61,-2.21,-4.18,-0.55,-1.20,-2.34
33581,5,-7.22,2.66,-5.54,1.81,0.30,-0.70
33596,0,-14.56,-15.39,6.13,0.10,3.05,4.37
33613,1,-4.11,8.24,2.64,0.07,0.10,-0.21
33628,2,-6.68,7.89,-3.69,-1.42,-0.22,1.68
33644,3,-8.49,-1.47,-1.28,-1.58,0.10,-0.91
33660,4,-11.09,-6.95,-2.68,0.78,-1.91,-1.80
33676,5,-8.18,-0.57,-5.13,0.10,0.14,-0.88
33691,0,4.42,-12.81,6.14,0.45,-2.24,-1.44
33708,1,-4.17,7.73,3.78,0.11,-0.09,-0.07
33723,2,-0.73,4.65,-3.15,0.46,0.07,-1.29
33740,3,-9.36,1.56,-0.62,0.39,0.08,-0.57
33755,4,-8.68,0.32,-1.22,1.44,1.19,-1.21
33771,5,-8.02,2.40,-4.24,0.90,0.27,-0.61
33787,0,-2.26,-9.50,3.53,0.20,-3.38,-3.61
33803,1,-4.10,7.64,3.92,0.05,-0.12,-0.10
33818,2,-2.95,3.86,-0.55,-0.04,-0.84,-3.72
33834,3,-9.68,1.07,-0.92,-0.09,-0.09,-0.80
33850,4,-6.65,3.36,-2.63,0.41,1.43,-0.90
33865,5,-7.49,1.43,-3.85,0.22,-0.16,-0.63
33882,0,-8.20,-11.58,3.82,-0.78,-2.06,-4.23
33898,1,-4.19,7.66,3.87,0.05,0.03,-0.13
